place_id,name,types,main_category
ChIJyVOB82WXwjsREX4wepEj9f4,Abhishek Bricks & Omkar Transport,"store, point_of_interest, establishment",retail_general
ChIJZStnSR6XwjsRUtRjjL5_kQM,Vijay kirana And General Store Pvt.Ltd,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJuUxSd_GWwjsRAAAAcM61Sno,VIJAY PAN STALL,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJRcGUeQiXwjsRigY9g50MIvE,Vishal Vegetables,"store, point_of_interest, food, establishment",retail_general
ChIJK86LBACXwjsRLQBFEdsSvI4,Anusaya Flour Mill & DC Mobile shop,"store, point_of_interest, establishment",retail_general
ChIJBWvh42OXwjsRq1R9nxJTG1M,Abhishek tredars holsel,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJhcsvcQCXwjsR3rzJrWYNoBs,Mandvi Bk,"car_dealer, store, point_of_interest, establishment",retail_general
ChIJRe7T2HuXwjsR3iXPVU3_TBY,Pk Medical,"pharmacy, store, health, point_of_interest, establishment",retail_general
ChIJHZk0f6mXwjsRpPJsx798LE4,SADGURU SUPER MARKET,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJp8W0p4eWwjsRPpv2CSiMF24,श्री सद्गुरु कृपा मेडिकल,"pharmacy, store, health, point_of_interest, establishment",retail_general
ChIJu3tgJoWXwjsRS1Qpz4-qp5A,Pooja Packing Material,"store, point_of_interest, establishment",retail_general
ChIJEcrA99eXwjsRN-NIqizTQ2E,Ramapir bhandi stores shirwal,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJz5vi17OXwjsRlGHiym2BT1k,Narendra More,"pharmacy, store, health, point_of_interest, establishment",retail_general
ChIJ7SIcSQCXwjsRO4Ir8ku37j8,खानापूर,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ584RMACXwjsRo9AfFyCCb4k,Ladhab,"store, point_of_interest, establishment",retail_general
ChIJ_604tDmXwjsRVZ1ymQcMoR0,दुर्वा स्टेशनरी झेरॉक्स,"store, point_of_interest, establishment",retail_general
ChIJzY8NcuOXwjsRWY3iCgbR4o4,Samarth Engineers,"furniture_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJm-LhOzSXwjsRqNM0MK3laYg,Nanasaheb salunke,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ21JVQryWwjsRAAAA0GtcU0E,Vishal Varieties And Steel Center,"store, point_of_interest, establishment",retail_general
ChIJaQYoCJaXwjsRrbrYxpp9IUE,Gokul Super Shopee,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJkzd8omyXwjsRJ0_esVJEzmU,Manerwadi Phata,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ9W88u--XwjsRAaQ8ajCGNg8,Krushna Pari Pooja Bhandar,"florist, store, point_of_interest, establishment",retail_general
ChIJC98tVQmXwjsRDqfrAPp-pWk,Vaishnavi Jewellers,"jewelry_store, store, point_of_interest, establishment",retail_general
ChIJ8xeu_zCXwjsReP_FoQvjTbA,King Hardware and Electircals,"hardware_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJu4zTjkSXwjsR5gssm-l6uks,Krezy Look Mens Parlour,"store, point_of_interest, establishment",retail_general
ChIJzZod4jqXwjsR9O7weR2OGcA,CJ BRAND'S SHOP,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ1SAuYLyWwjsRbn4320aCMFE,JAY LAXMI TRADING COMPANY,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJEUex9ryWwjsR8_1tLmxJ6V4,Shreenath Chicken Center,"store, point_of_interest, establishment",retail_general
ChIJTcNuWTeXwjsRYWelNgBm22k,New Luckey Bakery,"bakery, store, point_of_interest, food, establishment",food
ChIJA_ai9ryWwjsRc8NHowUKSsA,VEDANT PUSHP BHANDAR,"florist, store, point_of_interest, establishment",retail_general
ChIJlWoFVDWXwjsR0k9HG5EGFic,Snacs Centre,"store, point_of_interest, food, establishment",retail_general
ChIJ2ddVQDOXwjsR_XIfogxLjI8,Vighnesh Furnitures,"furniture_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJXYNF9byWwjsR3jD8aaiwta8,श्री समर्थ मोबाईल रिपेअरिंग शॉप,"store, point_of_interest, establishment",retail_general
ChIJyTDC5byWwjsROpKmRRj6vP4,विश्वकर्मा फर्निचर,"furniture_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJkV-zccSXwjsRpxZXJPJd1Mo,Bhabutaram,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ91aTTaOXwjsR5P28XDGmnYQ,Jay Bawani Redimend Shoes,"shoe_store, store, point_of_interest, establishment",retail_general
ChIJ1Sf487yWwjsR-xfBbpfV40M,Om Sai Stores,"store, point_of_interest, food, establishment",retail_general
ChIJw81pUvGXwjsRHTSoJQq4tdI,Shravan pan shop & ice Cream,"store, point_of_interest, food, establishment",retail_general
ChIJ8T2uZbyWwjsRFjhsrBhfm-Y,पुजा पॅकिंग मटेरियल,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJT26F87yWwjsR4Z8bU2S2AvM,महाराष्ट्र मटण ॲन्ड चिकन सेंटर,"store, point_of_interest, food, establishment",retail_general
ChIJIV7B4U6XwjsRzmelBRPBzuc,shlok cake shop & cafe,"bakery, cafe, home_goods_store, food, store, point_of_interest, establishment",food
ChIJEXOK6NuWwjsRAAAAMN_9WT0,shilpa nemade,"bakery, food, store, point_of_interest, establishment",food
ChIJdwClPP2XwjsREHS7X7oYqN4,Sunny Tailor,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJtVMrgv2XwjsRjS2dZAbAi2s,Pooja Sweets,"bakery, food, store, point_of_interest, establishment",food
ChIJvZZw0OKXwjsR0gVSRRXJobw,SHALIMAR MEN'S WEAR,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ0UEclryXwjsRrwJAPQjrvo0,Adhira Paan Shop,"store, point_of_interest, establishment",retail_general
ChIJxVLXc7yWwjsRUXryn43p9aE,Evaa Collections,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ8eNWkBqXwjsRm_gXaLstfZg,Mohd. Zubair,"bakery, food, store, point_of_interest, establishment",food
ChIJZfsqewCXwjsRs09EoMwFyQs,SHREE RAM HARDWARE,"hardware_store, store, point_of_interest, establishment",retail_general
ChIJbSr-AryWwjsRAAAA0H5Chkg,Shreenath Medico,"pharmacy, store, point_of_interest, health, establishment",retail_general
ChIJg60oUNSXwjsRV7uRC0MCzSI,Ashtavinayak Medical,"pharmacy, store, point_of_interest, health, establishment",retail_general
ChIJj1mdDpiXwjsR7-WxeNekBAY,Shreeram Dudh Dairy,"food, store, point_of_interest, establishment",retail_general
ChIJm3hxZLyWwjsRdsx1A_CMm1M,Mataji Sweets,"food, store, point_of_interest, establishment",retail_general
ChIJN-XtYbyWwjsRCH9nOtKPxyw,आर्या ज्वेलर्स,"jewelry_store, store, point_of_interest, establishment",retail_general
ChIJ1QcaZbyWwjsRD0VgMuCmYac,Maa Karni Sweets,"food, store, point_of_interest, establishment",retail_general
ChIJra60eryWwjsR_VLzCUXGWys,अवनी लडीज शॉपी,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ7evkZLyWwjsRUK77V3sX4TQ,Mourya Medical,"pharmacy, store, point_of_interest, health, establishment",retail_general
ChIJs9aLYbyWwjsRZNrrQ0ncNM8,श्रीनाथ फोटोज् ॲन्ड मोबाईल शॉपी,"store, point_of_interest, establishment",retail_general
ChIJI0DVY7yWwjsRGOXUbOIx3Qs,Tanvi Fashion Designer And Readymade,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJnTRuxoKXwjsR_MKeTAv4A4E,Jay Bhavani Flour Mill,"florist, store, point_of_interest, establishment",retail_general
ChIJS9ExOKqXwjsRmIVP2FJq-aw,धनंजय सपकाळ गणेश सपकाळ,"shopping_mall, point_of_interest, establishment",retail_general
ChIJaTaVB6CWwjsREg5o25qT3BU,Mechmann Water Solution Systems Pvt. Ltd.,"store, point_of_interest, establishment",retail_general
ChIJtbUP3B-UwjsR1DhPgX9ushE,The Indian Electric Co - Gorhe Khurd,"store, point_of_interest, establishment",retail_general
ChIJpf8jxSmXwjsRicoFWMR3Glk,Vighnaharta General Store's,"store, point_of_interest, food, establishment",retail_general
ChIJT_x7KZaVwjsReW1r4hpxK3c,SWAPNPURTI CARS PVT LTD,"car_dealer, store, point_of_interest, establishment",retail_general
ChIJuQzJdyyUwjsRf6i21nNXf30,Nikhil Automotive,"store, point_of_interest, establishment",retail_general
ChIJ45BYVy6UwjsRazFt7cGc1vc,Darvesh Chicken Center,"store, point_of_interest, food, establishment",retail_general
ChIJyaxBYXuVwjsR1F0zXxmMVt8,Suraj Sarwan,"car_repair, store, point_of_interest, establishment",retail_general
ChIJUwlwo_qVwjsRDWSQXUud1R4,Prakash medical £Gen.store,"pharmacy, store, health, point_of_interest, establishment",retail_general
ChIJ9dYD_p-WwjsRxc7h7Aacd24,राज मेडिकल अॅन्ड जनरल स्टोअर्स,"pharmacy, store, health, point_of_interest, establishment",retail_general
ChIJwU0h-Z-WwjsRw2MWYbA7Qn8,Chicken Basket,"store, point_of_interest, food, establishment",retail_general
ChIJZcGU5yGUwjsR_BxyxNWfNYo,Jay Ganesh Hardware,"hardware_store, store, point_of_interest, establishment",retail_general
ChIJa7Hq-J-WwjsRyZ525Csj1SU,Shreenath Super Market,"store, point_of_interest, food, establishment",retail_general
ChIJcR1K5iGUwjsRjdWFC1PDzdE,शेलार मंडप डेकोरेशन,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJKZzPH5GVwjsRRtBaffXSdMM,Vighnaharta industries & Royal kids school furniture,"store, point_of_interest, establishment",retail_general
ChIJHWbEGFiXwjsRo3flaHw_JXg,SAMRUDDHI CATERING SERVICES AND EVENTS,"store, point_of_interest, establishment",retail_general
ChIJ9T3u5CGUwjsRSu6-5KusrdQ,राज लक्ष्मी ट्रेडर्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJIQrOj1qVwjsRh7eAsNEtQDQ,Geetai Bakery,"bakery, food, store, point_of_interest, establishment",food
ChIJV_0sBvWVwjsRarMMzSORwaM,Stone mist perfume,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJdaQ12zeVwjsRFw1XDAKWhvM,Siddhi Footwear,"shoe_store, store, point_of_interest, establishment",retail_general
ChIJO9CrkN2VwjsReJ3d8FfBhOQ,Sinhagadcha Basundi Chaha,"food, store, point_of_interest, establishment",retail_general
ChIJLW21agCVwjsRZCVNPjDZoI8,SANGRAM POULTRY,"store, point_of_interest, establishment",retail_general
ChIJi8TmqMqXwjsRjmj6FxNV8y0,ADIT ENTERPRISES,"food, store, point_of_interest, establishment",retail_general
ChIJRVEmTQGVwjsR2Wxm3CMXNEo,Shreenath Provision store,"grocery_or_supermarket, food, store, point_of_interest, establishment",retail_general
ChIJUar5z6-VwjsR9tbktYRfAo8,New Swapnpurti Cars| Garage| Showroom| Car Workshop,"parking, car_dealer, store, point_of_interest, establishment",retail_general
ChIJXyZbAQCVwjsRCNUBDys3zCk,Shree Krishna Tyres,"car_repair, store, point_of_interest, establishment",retail_general
ChIJmcJ-RT2UwjsRL2FbIf-CgIM,Somnath Fiber Glass,"store, point_of_interest, establishment",retail_general
ChIJZXDguHWVwjsRm-f1Rh8w7D0,Shree Samarth Medical,"pharmacy, store, point_of_interest, health, establishment",retail_general
ChIJL-6s7nyVwjsRHxeZEEnDTLI,Gaikwad Vegetable,"grocery_or_supermarket, food, store, point_of_interest, establishment",retail_general
ChIJq6nz-TeVwjsRr1xfJbOvINc,Teen Pariyaan Boutique,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJve6-HgCVwjsRmWu_o41dLyI,Sinhagad Special basundi chaha,"food, store, point_of_interest, establishment",retail_general
ChIJg43iDJ-VwjsRc94CBqwc5HE,shree ganesh sweets and sanaks center,"food, store, point_of_interest, establishment",retail_general
ChIJC1Bhs7qVwjsRslJbtUZ_ja4,CTR Shoes & Trek Equipments by उनाड भ्रमंती,"shoe_store, store, point_of_interest, establishment",retail_general
ChIJ9YAldwCVwjsReJEN-yaBK80,RadheKrushna Pearls and Jewellers,"jewelry_store, store, point_of_interest, establishment",retail_general
ChIJyXgACzOUwjsRAAAAMM4ehBU,SUNNY SUPER MARKET,"grocery_or_supermarket, food, store, point_of_interest, establishment",retail_general
ChIJ2UQVAzSUwjsRI2RJeZgZCsQ,Essar Departmental Store,"food, store, point_of_interest, establishment",retail_general
ChIJ0WENqYWVwjsRJUNQwpo1IrY,RONAK SWEETS,"bakery, food, store, point_of_interest, establishment",food
ChIJF5Ti5e-VwjsRqsjiQUn1Uu4,Singh General Army Store,"store, point_of_interest, food, establishment",retail_general
ChIJuc-EDYuVwjsROFpiq3kn4a4,Omkar Garments,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJL0nJlx2VwjsR6w7kWxoRlRs,Shahara Supper Soppy,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJCS5F6UqVwjsRs2PBK6-2K7c,Riyaz Chicken Shop,"store, point_of_interest, food, establishment",retail_general
ChIJd72Wsz6UwjsRq_sJ5iiGXjE,Golden Chicken Centre,"store, point_of_interest, food, establishment",retail_general
ChIJ_7wy1WaVwjsRu8PVCv8VhpA,Heervati Jeweller,"jewelry_store, store, point_of_interest, establishment",retail_general
ChIJsZbhEgCVwjsR50yKgb4NNUs,Shivkripa Medical Hall,"pharmacy, store, health, point_of_interest, establishment",retail_general
ChIJO7IisT6UwjsR0o_8hOJA-sQ,बाँस टेलर,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ-ccltD6UwjsRm8miPSjhZ2A,Singhgad Permanent Tattoo,"store, point_of_interest, establishment",retail_general
ChIJVaCmmPGVwjsRzcJYnKSnwG0,MALHAR MOBILE SHOPPE,"store, point_of_interest, establishment",retail_general
ChIJVexRJ-qVwjsR5uySBQEifwE,Rajabhau Footwear,"store, point_of_interest, establishment",retail_general
ChIJCxRkTwCVwjsRjIwbGaIbeew,Swami Samarth Hardware and paints,"hardware_store, store, point_of_interest, establishment",retail_general
ChIJneZStj6UwjsR0PUT1Ci0NlY,A1 Maharashtra Bakery,"bakery, store, point_of_interest, food, establishment",food
ChIJc9_NuT6UwjsR_zemxmOJT14,Shree Samarth Medical & General Stores,"drugstore, store, health, point_of_interest, establishment",retail_general
ChIJ00RuUwCVwjsRgyFvrcVQEW8,My Urja - Donje,"store, point_of_interest, food, establishment",retail_general
ChIJ80sGBvKVwjsRiicPPZxK6kc,Janjir Beer and Wine Shopee,"store, point_of_interest, food, establishment",retail_general
ChIJr5gDtj6UwjsRE93z8E3eUa0,Karan Pan Shoo,"store, point_of_interest, establishment",retail_general
ChIJ9fLEtz6UwjsRbFnDLXDUXE8,Katraj Milk And Icecream Parlor,"store, point_of_interest, food, establishment",retail_general
ChIJC0FYIDyUwjsRAAAA0HffTgQ,Caramella's Cake Shopee,"bakery, store, point_of_interest, food, establishment",food
ChIJHdEpKACVwjsRqhfTiZjnyVQ,Royal masale,"grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJP6BY90CVwjsRnQlzxG87FN4,Sagar chiken centre,"shopping_mall, point_of_interest, establishment",retail_general
ChIJEzrjRT6UwjsR3NW7U1JSwbE,Ganesh Provision Stores,"supermarket, grocery_or_supermarket, store, food, point_of_interest, establishment",retail_general
ChIJR-lRyD6UwjsR3sDw6e22Ewo,Sujay Collection,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ7cwcgRWUwjsRu_oYnfrtdoc,धनश्री साडी सेंटर,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJAQAAALuVwjsRuVj8TXwJl1k,Blue Star Pools & Spa,"general_contractor, store, point_of_interest, establishment",retail_general
ChIJh2IYm7qVwjsRHdf4pqRSPNM,"New Poona Bakery Cafe, Khadakwasla","bakery, cafe, store, point_of_interest, food, establishment",food
ChIJB3qYf6WVwjsRLh1kCaPgdFc,Shree Jewellers,"jewelry_store, store, point_of_interest, establishment",retail_general
ChIJXYi4h3-VwjsRVacAfFE6SIo,MILIT CSD,"department_store, store, point_of_interest, establishment",retail_general
ChIJv1jfyT6UwjsRKMhyohrkgbQ,Maharashtra Mutton Shop,"store, point_of_interest, food, establishment",retail_general
ChIJ3fAFz82VwjsRbHMguG7c4gk,Ganraj gift and varieties stationery shop,"store, point_of_interest, establishment",retail_general
ChIJb2J3wT6UwjsRMyBzT_GZBMk,Shivraymedical,"pharmacy, store, health, point_of_interest, establishment",retail_general
ChIJUYmBSRqVwjsRbac5xe1pLEU,Abrar Fruits,"store, point_of_interest, establishment",retail_general
ChIJDYFLNjaVwjsR3WNgGSLxOPE,Aaryas wellness and nutrition club,"food, store, point_of_interest, health, establishment",retail_general
ChIJS6nq30KVwjsRpd5fsvdPLW8,SHRINATH MEDICO,"pharmacy, store, point_of_interest, health, establishment",retail_general
ChIJK_d3UT6UwjsR5QhbzkipVFc,तमन्ना बँगलेस अण्ड ज्वलरी,"jewelry_store, store, point_of_interest, establishment",retail_general
ChIJgVlhUD6UwjsRbE4wiLFCS_k,shri Gurudatta Provision Store,"convenience_store, food, store, point_of_interest, establishment",retail_general
ChIJ4Q9jccaVwjsRjCYzGj7mrFo,SRS cabinets,"furniture_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJxz7ukAyVwjsRFO2_YvbVcA8,Jay Ganesh Wadapav Center,"store, point_of_interest, establishment",retail_general
ChIJqQJzfYiVwjsRRqX0gWSnnWE,KOMAL SPECIAL KAIRI BHEL,"store, point_of_interest, establishment",retail_general
ChIJfSySy46VwjsRdrQgw7Ij8m0,Vinod Sweet Corn Khadakwasala,"cafe, food, point_of_interest, store, establishment",food
ChIJV8q_YDCVwjsRRi5JXzHM58M,RADHASWAMI STORE,"food, point_of_interest, store, establishment",retail_general
ChIJuX05mDOVwjsR97ZXOLQrpGs,तंदुर चहा मते बंधु खडकवासला धरण,"food, point_of_interest, store, establishment",retail_general
ChIJhUdLpoiVwjsRjIiP9XzsOcI,JAY SHANKAR ICE GOLA,"store, point_of_interest, establishment",retail_general
ChIJRdkBlxCVwjsRUTIQsobgNf0,Liquid Hut,"liquor_store, point_of_interest, store, establishment",retail_general
ChIJcV8obI6VwjsRGDIdtFPL6kw,SHRAVAN AQUA,"food, point_of_interest, store, establishment",retail_general
ChIJEcW6RFuVwjsRGr29xUz-7Kc,Singhgad Ganral Stores,"food, point_of_interest, store, establishment",retail_general
ChIJN3jyO7eVwjsRw4Zr1r2jbq4,Vinayak Genral Store,"grocery_or_supermarket, shopping_mall, store, food, point_of_interest, establishment",retail_general
ChIJvwRJJXqVwjsRTU4IcIZ89dc,Swara Creations,"clothing_store, shopping_mall, jewelry_store, store, point_of_interest, establishment",retail_general
ChIJ1wXi8e6VwjsRa5nLxX4j_zk,LAXMI VARIETY AND STIONARY,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJA6LhlNeVwjsRmjADD6K2PKU,Jay Ganesh Supermarket,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJk0J3XoaVwjsRUKawmFpT3xk,Sujata Enterprises,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJI7JXWNWVwjsR5lxv8-n77Ns,Siddharth Super Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJ01BtiBeVwjsRnQGc74b_Tnc,Aniket Provision Store,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJUVVVla-VwjsRdpQ8iPNcGOM,Matoshree Super Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJt3KKIxCVwjsRXLEn8rVivXs,Waghmare enterprises,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJf6iSDzGVwjsRqrZzhyRpJmM,URJA Milk (Mauli Enterprises),"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJo8IrVfOVwjsRqlESAYWLUmM,Manpasand Super Market And Vegetable Fruit,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJhz09kKiVwjsRxYuB1vSy-7U,Nav Durga Super Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJY23iHreVwjsRwhNFL5bbHQE,प्रिन्स कलेक्शन,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJwUBGCdaVwjsRUKOqZ9VhVZU,Radhe Fashion,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJxRadHLeVwjsRvD4YU9N7jGU,शितल फॅशन डिझायनिंग,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJX4xOGbeVwjsRQep6bv0U2xU,फॅशन क्विन लेडीज शॉप,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJwSXmIreVwjsRHtmkjDhhYoE,DEV VINAYAK COLLECTION,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJrUzJdcuVwjsR7KPFlYvwVNg,Ladli Kids And Ladies Wear,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJoaVyPd-VwjsRYZ1_G1tY7Ko,Glam shack,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJOYGHyrCVwjsRPEHzWQmY6qY,Shree Balaji Collection,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ74BwWMaVwjsRLofnDXj_340,Ramana Outfit,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJXzDZF0yVwjsRV6hyR7kyNnM,Rubabdar Fashion,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJZcTOlz2VwjsRTtKSvJbiqKk,TJSB SHRADDHA LEDIES BOUTIQUE,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJeefBhwCVwjsR1xYI4IkFqOg,जय भोलानाथ हेअर सलून,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJO5eKplyVwjsRtEA3rk7y4LY,Miss Vijya Sunil Chopate Vagh Enterprises,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJTymNNnOVwjsRDuPA7W_rvt8,Radha's,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ_8jMCa2VwjsR5pH_CmP4OUg,Lavnya Ledies Shop,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJj5bJkfyVwjsR01R1IN__LQg,Pratik Enterprises,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJx-FfmuSVwjsRG-AG_1zxfaI,Shreyas Enterprises,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJP-aAM-eVwjsR3ACW_H7srpI,Hridaya Handloom,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJP9owUC2VwjsRPXlsDpGWfWA,Ritik Dresses,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJp8VtdUmVwjsRapDn-V9Uen4,Ayesha Shaikh,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJO3yV8qmVwjsRExGrOouClb4,रिलॅक्स मेन्स सलुन,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ-8enBKmVwjsRmY3n-cC4-as,विश्वराज जेंट्स अँड लेडीज टेलर,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJhxP3eK-VwjsR_HXg9-SE0Dk,परंपरा फैशन डिजाइनर,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJt4Y0QpmVwjsRvoK-zP2f_hI,Shubhra's Fashion House,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJR2jxfqWVwjsR4qX242mvs4E,श्रीआईजी सेल्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ78oAf6WVwjsRJSS3x-230l0,New Look,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJY0FaKYKVwjsRAydJj40C_Ng,Hari Om Textile,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJI_LA-AuVwjsRl8jnfoiOy1s,Mate Shweta,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJmfWJf6WVwjsRwJKvwP7VHPg,Venus Collection,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJxSL2Mg-VwjsRBRt-j7c-DlY,Ishwari Creashion,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJrW44quiVwjsR6quTS8gn0eg,Om Sai Sugandhalay,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJtfboQnWVwjsRonPvuJlUiWg,Siddhakala Fashion's,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJhbJWaiqVwjsR58WareeSLJw,PG KURTIS HOUSE STORE,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJx6v7TqiVwjsRDCVUWRbsxDw,Shravani Boutiqe,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJOco7VfCVwjsRNwW6dqz2_14,Durva Creation,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJFxyxDKWVwjsRe3CpZyLqyUA,हरि ॐ टेक्सटाईल्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJK6dfEqWVwjsRcbCcP1bXROU,बॉस टेलर्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJuX23OACVwjsRu-MEiIIEBss,Amazing Collection,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJO5Z3HHCVwjsRauabu-VtGHs,Radhakrishna sarees,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJVVuGBd2VwjsRWcmSwTvnmB8,VIBHA,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJB9ayAqaVwjsRUhIw6RpByBg,कांचन लेडिज टेलर्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJUZDuUraVwjsRyQYVdUz0E08,EXIDE CARE-Kiran Automobile's & Battery point,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJX95XAbeVwjsRxn_FCcmJX98,सिध्दी गणेश इलेक्ट्रॉनिक,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJK7Wq6q-VwjsRAAAAMFou8DM,SANKALP MOBILE SHOPEE,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJ6wpRiuGVwjsRdqq4GUojcS8,Renu Enterprises - The Smart Computer's Shoppe,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJXYZBHamVwjsRfya21d1ko7Q,बधे इलेक्ट्रीकल इलेक्ट्रॉनिक्स,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJoTDJNQCVwjsRxYycDyn_Fiw,R R Click photography,"electronics_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJw7cdFhGVwjsRq3R0Ft3I5zQ,Sairaj solar systems,"store, point_of_interest, establishment",retail_general
ChIJrfgCJHTAwjsR0S1Btv9_Ug4,Sarode Motors,"car_repair, store, point_of_interest, establishment",retail_general
ChIJRQuyUAaVwjsRgZZRlQIRaPo,Printshopee,"store, point_of_interest, establishment",retail_general
ChIJt_D1lufqwjsRbQacq961hjc,Chintamani Corporation,"store, point_of_interest, establishment",retail_general
ChIJESWJriOVwjsRCy6n-7sbvTc,Peninsula,"store, point_of_interest, establishment",retail_general
ChIJx0a9pcKVwjsRObQu4jDL7o4,SUBHASH CHANDRA,"store, point_of_interest, establishment",retail_general
ChIJN6C_xSWVwjsReryRf59U1KI,Yash supermarket sanasnagar,"food, store, point_of_interest, establishment",retail_general
ChIJv1vNyJWVwjsRLs-VMqaSDDA,Anvi Pan Shop,"store, point_of_interest, establishment",retail_general
ChIJAZ_evPCUwjsRHoBzolnJ6-Q,Agasti Pharmaceuticals,"pharmacy, store, point_of_interest, health, establishment",retail_general
