place_id,name,types,main_category
ChIJCZCqz1W_wjsRXHnWqTlQqb4,AVINASH SUPER MARKET,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJ3cFVfb2_wjsRvtCp-8Y9grg,Dhanalaxmi Super Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJXS8jr7G_wjsRbJZZI-FKv14,Chetan Super market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJW01vxbu_wjsRl9Wbj8yIKSY,Bhagyalaxmi super market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJW3CfKHq_wjsRDJvVibCDg0E,Kailas Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJdSUlCCO_wjsRbNL3ygwGRig,Prakash Supermarket,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJHbh5kyy_wjsR2BmZtj7UF8g,SACHIVA VENTURES,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJGYBti72_wjsRhq2E8QB6eqA,Navjyoti Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJMUQa79C_wjsRVJcpT_U56U4,SWOJAS ONE,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJ-zHOJgC_wjsR0sz3pkbwZlc,Devnarayan Super Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJzeNVKLG_wjsRhL4awCkgvww,gsMarket (GEETANJALEE SUPER MARKET PVT. LTD.),"grocery_or_supermarket, supermarket, food, point_of_interest, store, establishment",retail_general
ChIJB4x-ZXm_wjsRp8NV68obxLw,Om Super Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJq6qqVju_wjsRgERaKzL8H_g,Vinayak Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJi_ebvjy_wjsRSNsgjI5bhQA,Femina,"clothing_store, restaurant, point_of_interest, store, food, establishment",food
ChIJMcMohjy_wjsR71EpJXheWQA,Cotton Cottage - Aundh Pune,"clothing_store, point_of_interest, store, establishment",retail_general
ChIJq6qquiS_wjsRaMUJmhM9h_k,Kimberly Clark Lever P Limited,"clothing_store, point_of_interest, store, establishment",retail_general
ChIJAQAAADm_wjsROdtT5SICVWs,Pahenava Boutique,"clothing_store, point_of_interest, store, establishment",retail_general
ChIJYQ3HHjC_wjsRws70N90Byeo,Ray ethnic Aundh - Best Handcrafted Ladies Clothing Brand | Ethnic Wear Showroom | Women's Clothing Store in Pune,"clothing_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJg9JxAoq_wjsR_4MQCxuwpOE,House of Kalakari | The Best Saree Shop In Maharashtra.,"clothing_store, point_of_interest, store, establishment",retail_general
ChIJVZOig5a_wjsRY58WxI1qw2w,The UnikWears Co.,"clothing_store, point_of_interest, store, establishment",retail_general
ChIJZxIJwW-_wjsRg8Umsk0V5Io,Kaathpadar - Authentic Handloom Sarees,"clothing_store, point_of_interest, store, establishment",retail_general
ChIJ92R55nW_wjsRh2ybo2M7wIQ,Kue,"clothing_store, point_of_interest, store, establishment",retail_general
ChIJm4PTtW2_wjsR8ID18zyKP4E,Zaysha,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJs3lzpr-_wjsROi_j9-fdYio,SHIV ENTERPRISES,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJZ-iK0Ri_wjsR2PwqGWEIQ20,C S Creations,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJIWnpzaW_wjsRdA4wcy3AP1Y,प्रजा लेडिज टेलर,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJKdVQKpO_wjsRbGpoCbsg7vo,Print My Tee,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ5yfzxKW_wjsR0p_J-3kHcRY,हर्षदा लेडिज टेलर्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJiQCY5xu_wjsREF6mS-cYlLg,सोनाली ट्रेडर्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJk0LL76W_wjsRmvqk2eWfZ8Q,KRISHA FASHIONS,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJk2k27qW_wjsR3s8djUQ39gA,SP फॅशन डिझायनर लेडीज टेलर्स,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJRbDR1L2_wjsRSKpml1jgCPI,Isttoria Design Studio,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJpQU6hV6_wjsR4EH9vrpCJtY,Apollo Pharmacy IISER Pune,"pharmacy, clothing_store, store, health, food, point_of_interest, establishment",retail_general
ChIJo2zr83m_wjsRDuXBrEuYRLY,Mahalaxmi Enterprises,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJydMr-pu_wjsRjRuU6DJRzHA,Shreya Tailer,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJbXwUNHS_wjsRWYlxe2gnVl0,Sagar Tailors,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJ8yKYk6W_wjsRe97O041YKKE,सेजल कलेक्शन,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJSS7Fk6W_wjsRAAAA0CEIBkc,Rich One Collection,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJiV_2MXS_wjsRWWYrIaHXOmo,सार्थक बेकरी,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJu4E_MnS_wjsRk9DTCH0DBRc,Tulasi Baug Collection,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJm4FZkaW_wjsRLl-Y-TJ6Jqo,गौरी कलेक्शन,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJcQDrefG_wjsRV5SdXGBhygM,Gangster Square,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJYXy1VXjAwjsRI58_XbBl_gI,TappAV by Touchwood Automations,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJSYpjrCS_wjsRV0yh3i-ikYQ,Paras Telecom Private Limited,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJWQgkFZC_wjsR5X8x9A4C07w,Abhiram Tilak-Photography,"night_club, electronics_store, home_goods_store, bar, point_of_interest, store, establishment",retail_general
ChIJq6qqmue_wjsR8XccGskHcas,Aryan Images,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJuf__v36_wjsRuQU7mrTMOgM,iEyeCapture,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJN2WTHie_wjsRrsdmDeKq3Q0,VIJAY SALES - BANER,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJ4VSjgDy_wjsRrNJvXDlBVdY,Reliance Digital,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJ____T36_wjsRBVcfBBlYJao,Delta Computers,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJq6qqWgm_wjsRAPIOnaLYKh4,Cling Multi Solutions Pvt Ltd,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJ03KWvSu_wjsRusF6BAlSmrc,Akshay Service Center,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJKxy_L6S_wjsRuaqgdnwRFag,Pranav Electronics,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJ3eNrUXa_wjsRgX6_e8-xL54,Tech Yogi Enterprises,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJAxjQcHC_wjsRMheKGYu-7aU,Kicktrans Technologies Pvt. Ltd.,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJuQ5S_cS_wjsRljClxzCugVE,Kaka Electronics and soda machines pune,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJ62GE842_wjsRvIik3F6ej4c,Sanjay Refrigeration And Fabrication Works,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJEWikcHa_wjsRvdUYzYerHkE,Veer Mobile Repairing Centre,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJ5Ql_Fdu_wjsRSLJeAp0THZ8,Computers Junction,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJb33P1D-_wjsRF2RRBfHXhnE,"Ankush Electronics , Electricals,steel and Novelty (sales and repair services)","electronics_store, hardware_store, furniture_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJr60iS3a_wjsRqVIrCYHcR4Y,Prachi Electronics Sales & Service,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJH13O5Wi_wjsRg2D8H8_FK8s,SPACE VISION CABLE NETWORK,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJZQKwqEq_wjsRsQcJkMcGDYA,Camera Equipment Rental Office Pune,"electronics_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJrYclcLy_wjsRuMOo-cm9wDs,1010 Computers,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJYaM6yHK_wjsRRPEIaZ6aluw,Laptotech solutions | Laptop Repair,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJvVx2ctm_wjsRKrAwhmPQxmU,Stuti computer's,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJrdj6gg6_wjsRWVb546GGx8k,Krishi Udaan Drone,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJ-2qA1Ti_wjsRDLwl9mXx__0,Ubaid Refrigeration & Air Conditioning,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJG1-S4-G_wjsRfWbAtbdQsDI,Global Byte Bridge Private Limited,"storage, electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJwcCbAAC_wjsRjgLwHGsX6s8,Baji job dene,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJLybRYIq_wjsRzBJhlzLKzpg,SHIVPRATAP DSLR CAMARA RENTAL SERVICE,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJXbe4wmS_wjsR4olPZCkGnIs,Kadu photo studio,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJ98eBNkC_wjsRJWmTUduvSxk,Sanjana Chicken Centre,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJ93NslEu_wjsRxiKoEVgi2wo,Mobikins,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJgRQ3ZnDBwjsRYrWjhSVPIow,Samsung Experience Store - Tech Star Retail - Pavillion Mall,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJ12BVKVW_wjsRbbey8JYBKuk,Camera on Rent Pune,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJUW3Fx72_wjsRISSNj_82zh4,Gamerz Nation Custom PCs,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJoY1X2Na_wjsRS6M8_ZlIpso,Choice Solutions Limited,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJAQDU1Xm_wjsRFm7z-mFjzBY,PC Systems,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJUdIEAw2_wjsRrXz9RFAl42Y,VIJAY SALES - S. B. ROAD,"electronics_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJdfmBdF6_wjsR42ZRR5R8cvc,shree computers and services,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJj7h8XtbBwjsR9ytHHH_pYG4,Vulnuris,"electronics_store, point_of_interest, store, establishment",retail_general
ChIJl89cXBu_wjsRVY9CAkuldEg,Soham collection,"electronics_store, furniture_store, home_goods_store, point_of_interest, store, establishment",retail_general
ChIJN06DaHnAwjsRs-mMB8uuEww,"Titan World - Shivajinagar, Pune","store, point_of_interest, establishment",retail_general
ChIJa9T5y4DAwjsRIqk1FtZAi7Y,Reliance Centro,"shopping_mall, department_store, store, point_of_interest, establishment",retail_general
ChIJ-ceQ2G_AwjsRObVXpXAkaEU,Rasik Sahitya,"book_store, store, point_of_interest, establishment",retail_general
ChIJN06DaHnAwjsRvMBXlRXyINc,BHANDARI AUTO AGENCY,"store, point_of_interest, establishment",retail_general
ChIJa9T5y4DAwjsRQY9JypJiEow,N K U Agro,"general_contractor, store, point_of_interest, establishment",retail_general
ChIJdd9NQIbAwjsRE4zaAhd4NPY,Osar Gifts,"store, point_of_interest, establishment",retail_general
ChIJy7cuKnTAwjsRrBX8GSfo4wk,Aditi Enterprises,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJVVVVJW_AwjsRQwESk_KiL4E,THAKUR SHROFF & ELECTRIC COMPANY Authorized Distributors Polycab Wires),"store, point_of_interest, establishment",retail_general
ChIJOYZdHIa_wjsRYJnM_yqo5yI,Pune Flowers,"florist, store, point_of_interest, establishment",retail_general
ChIJBXhX3m7AwjsRkW4WeZbV0ZE,Jaytara Sanitary Wares,"hardware_store, store, point_of_interest, establishment",retail_general
ChIJMdi9MXjAwjsRbON0lihVHHk,Sunny Car Decorators,"electronics_store, car_repair, store, point_of_interest, establishment",retail_general
ChIJ18uurXnAwjsRIt1ZURWjwno,Dandekar Hearing Services,"electronics_store, doctor, store, point_of_interest, health, establishment",retail_general
ChIJp5lYpQXAwjsRwBKjFAyzgGI,Orchid Digitals,"home_goods_store, store, point_of_interest, establishment",retail_general
ChIJ____P4-_wjsR-OllgoQLlU0,Bags & Baggage,"store, point_of_interest, establishment",retail_general
ChIJa9T5y4DAwjsRFfbU3Jq9CHo,Twilight Litaka Pharma,"pharmacy, store, point_of_interest, health, establishment",retail_general
ChIJ____P4-_wjsRkETYS2AK75E,Optic Elegance,"store, point_of_interest, health, establishment",retail_general
ChIJa9T5y4DAwjsRSrG52nZ43cM,Corporate Gifts,"store, point_of_interest, establishment",retail_general
ChIJ5amanIe_wjsRVVpTD6kHnho,Utkalika,"store, point_of_interest, establishment",retail_general
ChIJ1ZsB2oXAwjsRc0hAFfss28w,Girisons - Bombay Dyeing Showroom,"clothing_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJlfEcaHnAwjsRbku8VA44_eQ,Adidas Store,"shoe_store, clothing_store, store, point_of_interest, establishment",retail_general
ChIJ_6GqvQrAwjsRGUW5zYpkUO4,Laxmi Motors,"car_dealer, store, point_of_interest, establishment",retail_general
ChIJOVqKPnDAwjsRKup8H0g5yhE,Fortune Plus,"furniture_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJ____P4-_wjsRUy--sc49Gm8,Unique Kids Mart Private Limited,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJHwb_sYC_wjsRr0gETP-D7xk,"W for Woman FC Road, Pune","clothing_store, shoe_store, store, point_of_interest, establishment",retail_general
ChIJS2hjgXrAwjsR_EnWiVS-hfw,GAUTAM PAPER MART,"store, point_of_interest, establishment",retail_general
ChIJt5tBDnzAwjsRmQWc4yhpYkc,Levi's Exclusive Store-Pune,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJa9T5y4DAwjsRP82w-nprdKc,Shirish Traders,"store, point_of_interest, establishment",retail_general
ChIJNf8n33i_wjsRHhl7a_xxhMo,RR Kabel Ltd,"store, point_of_interest, establishment",retail_general
ChIJV7CIcHjAwjsR2i37KIx9U6g,Sonal Enterprises,"store, point_of_interest, establishment",retail_general
ChIJyycplYW_wjsRTF8GSVBcbEQ,Just Casuals,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJzb3LgYe_wjsRAhUPia_y58s,Paranjpe Vision Care,"store, point_of_interest, health, establishment",retail_general
ChIJIbRLj4e_wjsR9taOM0M1DAc,Cotton Village,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJo8ct132_wjsR4-Waxu9K5Rw,Casablanca Cafe,"cafe, restaurant, food, store, point_of_interest, establishment",food
ChIJZcqhWXDAwjsRYDBZaHhytm4,Soft Access Solutions,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJYWXFp2XAwjsR_xmYR0gJo4s,KPB Apparels,"clothing_store, store, point_of_interest, establishment",retail_general
ChIJG8CuuYW_wjsR2Gw1fmUohIY,Enrich Salon Bhandarkar Road,"beauty_salon, spa, hair_care, store, point_of_interest, establishment",retail_general
ChIJYWXFp2XAwjsRfFsxIjVcbL4,Asterix COMPUTERS,"electronics_store, store, point_of_interest, establishment",retail_general
ChIJ____T36_wjsR029oCcpf6X4,Star electricals,"store, point_of_interest, establishment",retail_general
ChIJa9T5y4DAwjsRjgzFvMSkEN8,New PPC Stationery & Printing Hub,"store, point_of_interest, establishment",retail_general
ChIJa9T5y4DAwjsRTDXR5lvFEIA,LYNX -Lawrence & Mayo,"general_contractor, store, point_of_interest, establishment",retail_general
ChIJ5_odGYTAwjsRNBu0AtGdXEc,SajErgonomic,"furniture_store, police, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJkdatSIa_wjsR-cF1y3XDOyE,Ace Tech Sales & Services,"store, point_of_interest, establishment",retail_general
ChIJN06DaHnAwjsRQ6tvwaj3sPY,Ola Electric,"shopping_mall, point_of_interest, establishment",retail_general
ChIJyz5ScH_AwjsRHqcIIStoxvM,Nayaab Boutique Pune | Designer clothing store for women,"shopping_mall, clothing_store, store, point_of_interest, establishment",retail_general
ChIJyZOD52fAwjsR0_LxEMaG6EE,Indraprastha,"shopping_mall, point_of_interest, establishment",retail_general
ChIJq6qqWnrAwjsROjuX7X08-aU,Jaipal,"shopping_mall, furniture_store, home_goods_store, store, point_of_interest, establishment",retail_general
ChIJKdLYubnBwjsRY9A6947nmVM,M Triumph Commercial,"shopping_mall, point_of_interest, establishment",retail_general
ChIJm7oRM3y_wjsRW5mHeKGKXt8,Central Mall,"shopping_mall, point_of_interest, establishment",retail_general
ChIJYd3Wub3BwjsRLoJGjM1tMwo,Mahakhadi Shivajinagar Pune 05,"shopping_mall, point_of_interest, establishment",retail_general
ChIJocWCC6e_wjsRFmVe617Gucs,Aditya Centeegra,"shopping_mall, point_of_interest, establishment",retail_general
ChIJ8b4cO-C_wjsR0yTQJjs5m-o,Ferguson road shopping,"shopping_mall, point_of_interest, establishment",retail_general
ChIJZ3vP8CK_wjsRDsJPz3xVgSQ,Art gallery,"shopping_mall, point_of_interest, establishment",retail_general
ChIJW_smKZXBwjsRGhsbr6T0rNA,Patanjali Chikitsalay,"shopping_mall, grocery_or_supermarket, food, health, point_of_interest, store, establishment",retail_general
ChIJP2QabXzAwjsR8fxzjbrPBsg,Rainbow Plaza,"shopping_mall, point_of_interest, establishment",retail_general
ChIJD0gSEQDBwjsRt761a8OKSEI,J M Road Car parking,"shopping_mall, point_of_interest, establishment",retail_general
ChIJs9qwtYXAwjsRySOJkW3nmEc,Mayfair Towers,"shopping_mall, point_of_interest, establishment",retail_general
ChIJETNcdIbAwjsRuKTVcU3YN8k,Epicentre,"shopping_mall, point_of_interest, establishment",retail_general
ChIJX4JCJMrBwjsRKtOlv2zq46A,bhosale shinde arcade,"shopping_mall, point_of_interest, establishment",retail_general
ChIJWbREC3nAwjsRBkj0vulgqbQ,Spykar,"clothing_store, shopping_mall, point_of_interest, store, establishment",retail_general
ChIJlfKKSlHBwjsROeyOuLtJNWQ,Prachand Shoppers Stop,"shopping_mall, point_of_interest, establishment",retail_general
ChIJI8xnzO-_wjsRpySV0F9F6PE,Land square,"shopping_mall, point_of_interest, establishment",retail_general
ChIJmfb9cLvBwjsRBHISIkNROsI,Kesariya Lane,"shopping_mall, point_of_interest, establishment",retail_general
ChIJeb_c5P6_wjsRl0l7c7POrcc,Utsav Exhibition Ground,"shopping_mall, point_of_interest, establishment",retail_general
ChIJa_zCMB-_wjsRbPvJOulrcEs,Fashion Novelties,"shopping_mall, point_of_interest, establishment",retail_general
ChIJqfoL4dDBwjsRBgz2I_hOOUs,MAVIM's Tejaswini Kaladalan,"shopping_mall, point_of_interest, establishment",retail_general
ChIJ0RjU9Ye_wjsR1Bv6YRQzW5g,Sagar Arcade,"shopping_mall, point_of_interest, establishment",retail_general
ChIJ92I_OnC_wjsR4pYu8gM-tKE,"Westside - FC Road, Pune","clothing_store, shopping_mall, point_of_interest, store, establishment",retail_general
ChIJPeZ9bo3BwjsRAkSaYw7Uupc,Patanjali Chikitsalay,"shopping_mall, grocery_or_supermarket, food, store, point_of_interest, health, establishment",retail_general
ChIJW3u9x_W_wjsRqEiUCAi7AKI,S&S Garments,"shopping_mall, point_of_interest, establishment",retail_general
ChIJ4yJBH3jAwjsRHwbd7dAVxTA,Deccan 99 Mall,"shopping_mall, point_of_interest, establishment",retail_general
ChIJL_0CnGfBwjsR7A1qsylCPGk,sports shop,"shopping_mall, point_of_interest, establishment",retail_general
ChIJESnibka_wjsRHK701Z1tBwQ,Herekar Park,"shopping_mall, point_of_interest, establishment",retail_general
ChIJec8ZPeXBwjsRSVl0DqIllkc,R Deccan Mall,"shopping_mall, point_of_interest, establishment",retail_general
ChIJcx_TlHfAwjsRGeKbixbDCCY,Gunjal Complex,"shopping_mall, point_of_interest, establishment",retail_general
ChIJdcFQGprBwjsR8Ip1sdm4OJg,Patanjali Arogya Kendra,"shopping_mall, grocery_or_supermarket, food, store, point_of_interest, health, establishment",retail_general
ChIJdWVKiXrAwjsRjNlkleh5488,Rajmachikar Enterprises,"shopping_mall, point_of_interest, establishment",retail_general
ChIJJa8V63rAwjsR99sX9I1JJY0,अर्णव आंबेवाले,"shopping_mall, point_of_interest, establishment",retail_general
ChIJBcY3LnfAwjsRvS8nda_rB8U,Blue Heaven Aquarim,"pet_store, shopping_mall, store, point_of_interest, establishment",retail_general
ChIJnZ8wLnfAwjsRKkonIuf2mno,Satyabhama Sankul,"shopping_mall, point_of_interest, establishment",retail_general
ChIJ5eB97U3BwjsRB46mkEhEe18,Nili Creation,"shopping_mall, point_of_interest, establishment",retail_general
ChIJtT2wxau_wjsRV9DRYPPELvk,96 Suvarnarekha Boulevard,"shopping_mall, point_of_interest, establishment",retail_general
ChIJXdDdCmTAwjsR2c0cUZPPWZA,Shree Matka Bhandar,"shopping_mall, point_of_interest, establishment",retail_general
ChIJ-QulRivBwjsR6LKPYZjd808,KARTHIK KARD,"shopping_mall, point_of_interest, establishment",retail_general
ChIJPbbAO3zBwjsRtpyZVVw8Zec,Shah Creations,"shopping_mall, point_of_interest, establishment",retail_general
ChIJ6WNmNXHAwjsRyQXbLYtchHQ,Kalyanam Silks | Kanjivaram | Traditional Wedding | Bridal | Pure Silk Sarees,"shopping_mall, clothing_store, store, point_of_interest, establishment",retail_general
ChIJ13mSdH3BwjsRBZJ23S3dkUI,Sagar Xerox,"shopping_mall, point_of_interest, establishment",retail_general
ChIJC6OH62DAwjsRf2uVm-3EOUU,Lalit,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJY-NvbIDAwjsRzBf2wKkdB38,Rambharose Fruit Stall,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ806Wp6_AwjsR39nIbclX588,Raj Enterprises,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ58skTH-_wjsRnd0GhYN0hLs,Aaijee Super Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ4W9b6IG_wjsRgNb2FZIr4hs,Kailas super market,"grocery_or_supermarket, supermarket, store, point_of_interest, food, establishment",retail_general
ChIJbYb0_IG_wjsRtXOPfxkGM5o,Hari Om Super Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ6bdGwXi_wjsRnUISoXyojzQ,Mahesh Departmental Stores,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJA8LLwxa_wjsRhXl1af1gLeM,JAGDAMB PROVISION STORE,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJfcyQ0YDAwjsRprrl90HaT3A,MapMyID,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJJYaP-P3BwjsRM_nLw6JD2XI,Vegetable Shop,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJuxUoUIfAwjsRn3vgyPNIpYc,Shreeram Fruit Shop,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJJ6lk16bBwjsREVgRF7qtuhM,MAHADEV SNACKS CENTRE,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJs7A9wlHBwjsRurrfgrsDR5k,Noor Fruit Shop,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJs-CXGYfAwjsRca6iHduDU-I,New Adarsh Super Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJYZwUrXjAwjsR9u4wEWTwwPo,Sai Xerox Service,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJaQaDC7vBwjsROkbZniSI4gk,OM MARKET,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJaQ4tOYTAwjsRO7p39CcgGLw,Balaji Super Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJNY9iN-a_wjsRxDq60VNOELQ,MUTHA PROVISION STORES,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ92Mh_nvAwjsREc6B37qscuE,Vijay Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJCd8-BWPBwjsRyMw0BMmbapE,VEDHANT KIRANA,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJNxXsQLzBwjsRmx29FZLAc9s,Modicare Lifestyle Centre,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ3QLCqGO_wjsR-eqciViq9p8,Deepak Super Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJe_nWCtjBwjsRGb1ZZti2_As,Dunzo xpress mart,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJRwiHtmO_wjsRcBX75SzO6WQ,Girdhar Super Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJm_rb5tXBwjsRNkxKeC7TktA,Shah Dalichand Ramchand,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJoVj--Ie_wjsRN_3fCCe2meg,Atul Mini Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJq6qqWnrAwjsR17FWWNVwyMM,Sanghavi Super Market,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",retail_general
ChIJ7c_yGGPAwjsRZAEyGL93mZo,Janata Super Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJCXUFDqnBwjsRhpMnAAqrCis,CHANDRA PAL SINGH,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJo00gxVu_wjsRP5DtJhKhPlU,Bharat Bazaar,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJeTlKMx7BwjsRzKQWN3tPNUU,Hindustan Vastu Bhandar,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJnQoLpym_wjsRc_9dAcGRFXE,Jay Ambika Wellness & Healthcare,"pharmacy, veterinary_care, drugstore, supermarket, grocery_or_supermarket, health, food, point_of_interest, store, establishment",retail_general
ChIJoxZKiZbBwjsRhVSVZx67tMM,Arjun General Store,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJIxweF3fAwjsRehX5QniGILA,Bhairav Trading Company supermarket,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJRbT5Y3DAwjsRWaYXA5Czy_Y,Bharat Mini Market,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
ChIJ5_YVjHPBwjsRNCOCA5BZzl4,Lucky Chicken,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",retail_general
