place_id,name,latitude,longitude,rating,user_ratings_total,location_score,success_label,daily_footfall,footfall_category,monthly_revenue,profitability,index_right,cell_id,distance_to_cell_center,center_lat,center_lon,competitor_count,nearest_m,road_density_km,major_dist_m,commercial_rent_per_sqft,rental_zone,tier,confidence,locality,locality_dist_m,total_population,ward_id,ward_name,ward_zone,ward_dist_m,footfall_generator_count,nearest_generator_m,transit_stop_count,nearest_transit_m,avg_monthly_income,property_price_sqft,purchasing_power_index,income_tier,distance_to_city_center,rent_to_income_ratio,transit_accessibility_score,footfall_accessibility_score,competition_density,market_saturation,connectivity_score,main_category,income_sensitivity,visibility_score,shopping_district_score,parking_accessibility,fashion_market_opportunity
ChIJC98tVQmXwjsRDqfrAPp-pWk,Vaishnavi Jewellers,18.3984669,73.7313253,5.0,1,100.0,1,10,Low,720000,High,354,cell_354,0.0042382157437965,18.40213096137701,73.7291952467339,1,97.62330345530064,5596.227433259315,166.03245014176832,15.79,South Pune,Grade C,High,Narhe,9724.002052767728,82537,PMC_32,Narhe,PMC,11535.91130656436,1,3785.274965637952,1,4021.556804422091,45000.0,5000.0,57.69,Unknown,18809.630313526097,0.0006303359340926,0.1991414294306854,0.2089744073602434,0.0119707435028789,0.108064882155246,4799.375379800893,retail_fashion,2680.1667659321024,1169.4683113185015,0.2089744073602434,0.1991414294306854,57.007576918982224
ChIJxVLXc7yWwjsRUXryn43p9aE,Evaa Collections,18.3985278,73.7319442,1.0,1,20.0,0,10,Low,21600,Low,413,cell_413,0.0040024376781415,18.40213096137701,73.7336868231545,9,0.0,17666.598581108567,0.0,15.79,South Pune,Grade C,High,Narhe,9362.909409067037,82537,PMC_32,Narhe,PMC,11104.140288268058,1,3378.969967634573,1,3536.9806562820804,45000.0,5000.0,57.69,Unknown,18473.8928609572,0.0006303359340926,0.2204109022627991,0.2283642060555576,0.1077366915259106,0.972583939397214,17666.598581108567,retail_fashion,2680.1667659321024,4034.418758677098,2.0552778545000185,0.2204109022627991,52.07916325361747
ChIJq6nz-TeVwjsRr1xfJbOvINc,Teen Pariyaan Boutique,18.4090603,73.7634231,5.0,5,100.0,1,10,Low,108000,Low,828,cell_828,0.0023340547333514,18.41065454318197,73.76512785809868,16,0.0,14445.178348725773,0.0,15.79,South Pune,Grade C,High,Narhe,6420.373044511797,82537,PMC_32,Narhe,PMC,7645.95547016931,1,1134.4733540710083,1,0.0,45000.0,5000.0,57.69,Unknown,15562.637288161672,0.0006303359340926,1.0,0.4684996409501827,0.1915318960460634,1.7290381144839362,14445.178348725773,retail_fashion,2680.1667659321024,6767.560869839377,7.495994255202923,1.0,48.41666445643328
ChIJC1Bhs7qVwjsRslJbtUZ_ja4,CTR Shoes & Trek Equipments by उनाड भ्रमंती,18.4130549,73.76572209999999,5.0,219,100.0,1,22,High,99000,Low,829,cell_829,0.0019538349821115,18.41491617582589,73.76512785809868,5,0.0,9303.531292372676,0.0,15.79,South Pune,Grade C,High,Narhe,5989.344735800807,82537,PMC_32,Narhe,PMC,7348.71419139327,1,674.1151500185362,1,70.59168314165436,45000.0,5000.0,57.69,Unknown,15193.830025263496,0.0006303359340926,0.9340629259004676,0.5973304763348732,0.0598537175143948,0.5403244107762301,9303.531292372676,retail_fashion,2680.1667659321024,5557.282778469369,2.986652381674366,0.9340629259004676,54.432040051052105
ChIJ9YAldwCVwjsReJEN-yaBK80,RadheKrushna Pearls and Jewellers,18.413052,73.765773,5.0,3,100.0,1,10,Low,720000,High,829,cell_829,0.0019726529301088,18.41491617582589,73.76512785809868,5,0.0,9303.531292372676,0.0,15.79,South Pune,Grade C,High,Narhe,5989.344735800807,82537,PMC_32,Narhe,PMC,7348.71419139327,1,674.1151500185362,1,70.59168314165436,45000.0,5000.0,57.69,Unknown,15193.830025263496,0.0006303359340926,0.9340629259004676,0.5973304763348732,0.0598537175143948,0.5403244107762301,9303.531292372676,retail_fashion,2680.1667659321024,5557.282778469369,2.986652381674366,0.9340629259004676,54.432040051052105
ChIJO7IisT6UwjsR0o_8hOJA-sQ,बाँस टेलर,18.4120623,73.7664996,1.0,1,20.0,0,10,Low,21600,Low,828,cell_828,0.0019655673742086,18.41065454318197,73.76512785809868,16,0.0,14445.178348725773,0.0,15.79,South Pune,Grade C,High,Narhe,6420.373044511797,82537,PMC_32,Narhe,PMC,7645.95547016931,1,1134.4733540710083,1,0.0,45000.0,5000.0,57.69,Unknown,15562.637288161672,0.0006303359340926,1.0,0.4684996409501827,0.1915318960460634,1.7290381144839362,14445.178348725773,retail_fashion,2680.1667659321024,6767.560869839377,7.495994255202923,1.0,48.41666445643328
ChIJB3qYf6WVwjsRLh1kCaPgdFc,Shree Jewellers,18.4430452,73.7859847,5.0,3,100.0,1,10,Low,720000,High,1131,cell_1131,0.0023348348914935,18.444744648217277,73.78758574020166,14,0.0,22531.37283699253,0.0,15.79,South Pune,Grade C,High,Narhe,1723.0659012609517,82537,PMC_32,Narhe,PMC,3595.5202842824524,1,506.932484826073,1,0.0,45000.0,5000.0,57.69,Unknown,11130.856153743089,0.0006303359340926,1.0,0.6635997365969704,0.1675904090403054,1.5129083501734442,22531.37283699253,retail_fashion,2680.1667659321024,14951.813079796375,9.290396312357585,1.0,49.409450054850986
ChIJvwRJJXqVwjsRTU4IcIZ89dc,Swara Creations,18.4420308,73.7869391,4.5,12,90.0,1,10,Low,97200,Low,1130,cell_1130,0.0016767505953256,18.44048375474904,73.78758574020166,7,0.0,21158.0035133983,247.87203798796097,15.79,South Pune,Grade C,High,Narhe,2194.97056165158,82537,PMC_32,Narhe,PMC,3726.231460834621,1,508.688531770736,1,236.75010680828632,45000.0,5000.0,57.69,Unknown,11493.183145727511,0.0006303359340926,0.8085707811909768,0.6628273357565115,0.0837952045201527,0.7564541750867221,16955.26694188369,retail_fashion,2680.1667659321024,14024.103098712705,4.639791350295581,0.8085707811909768,53.22961363862289
ChIJwSXmIreVwjsRHtmkjDhhYoE,DEV VINAYAK COLLECTION,18.4399171,73.7758071,4.0,1,80.0,1,10,Low,86400,Low,953,cell_953,0.0017882437486166,18.44048375474904,73.77411101093988,9,0.0,25846.082357746363,0.0,15.79,South Pune,Grade C,High,Narhe,2999.0541385613424,82537,PMC_32,Narhe,PMC,5168.244894919228,1,494.872764155516,1,0.0,45000.0,5000.0,57.69,Unknown,12443.004869349736,0.0006303359340926,1.0,0.6689532540683624,0.1077366915259106,0.972583939397214,25846.082357746363,retail_fashion,2680.1667659321024,17289.820898133323,6.020579286615261,1.0,52.07916325361747
ChIJrUzJdcuVwjsR7KPFlYvwVNg,Ladli Kids And Ladies Wear,18.4399777,73.7758274,5.0,2,100.0,1,10,Low,108000,Low,953,cell_953,0.0017894364517164,18.44048375474904,73.77411101093988,9,0.0,25846.082357746363,0.0,15.79,South Pune,Grade C,High,Narhe,2999.0541385613424,82537,PMC_32,Narhe,PMC,5168.244894919228,1,494.872764155516,1,0.0,45000.0,5000.0,57.69,Unknown,12443.004869349736,0.0006303359340926,1.0,0.6689532540683624,0.1077366915259106,0.972583939397214,25846.082357746363,retail_fashion,2680.1667659321024,17289.820898133323,6.020579286615261,1.0,52.07916325361747
ChIJoaVyPd-VwjsRYZ1_G1tY7Ko,Glam shack,18.4402433,73.77641729999999,4.8,32,96.0,1,10,Medium,103680,Low,1012,cell_1012,0.0021984765939606,18.44048375474904,73.77860258736047,4,0.0,18150.65302843853,0.0,15.79,South Pune,Grade C,High,Narhe,2664.9920086534894,82537,PMC_32,Narhe,PMC,4683.528281379008,1,42.2312465258874,1,348.70821030717343,45000.0,5000.0,57.69,Unknown,12116.156333628596,0.0006303359340926,0.7414502205575261,0.9594799650589458,0.0478829740115158,0.432259528620984,18150.65302843853,retail_fashion,2680.1667659321024,17415.18793352325,3.8379198602357834,0.7414502205575261,55.05385756879948
ChIJOYGHyrCVwjsRPEHzWQmY6qY,Shree Balaji Collection,18.4404297,73.77649,4.5,6,90.0,1,10,Low,97200,Low,1012,cell_1012,0.0021132787964485,18.44048375474904,73.77860258736047,4,0.0,18150.65302843853,0.0,15.79,South Pune,Grade C,High,Narhe,2664.9920086534894,82537,PMC_32,Narhe,PMC,4683.528281379008,1,42.2312465258874,1,348.70821030717343,45000.0,5000.0,57.69,Unknown,12116.156333628596,0.0006303359340926,0.7414502205575261,0.9594799650589458,0.0478829740115158,0.432259528620984,18150.65302843853,retail_fashion,2680.1667659321024,17415.18793352325,3.8379198602357834,0.7414502205575261,55.05385756879948
ChIJXzDZF0yVwjsRV6hyR7kyNnM,Rubabdar Fashion,18.4416689,73.7787874,5.0,1,100.0,1,10,Low,108000,Low,1012,cell_1012,0.001199468623015,18.44048375474904,73.77860258736047,4,0.0,18150.65302843853,0.0,15.79,South Pune,Grade C,High,Narhe,2664.9920086534894,82537,PMC_32,Narhe,PMC,4683.528281379008,1,42.2312465258874,1,348.70821030717343,45000.0,5000.0,57.69,Unknown,12116.156333628596,0.0006303359340926,0.7414502205575261,0.9594799650589458,0.0478829740115158,0.432259528620984,18150.65302843853,retail_fashion,2680.1667659321024,17415.18793352325,3.8379198602357834,0.7414502205575261,55.05385756879948
ChIJP-aAM-eVwjsR3ACW_H7srpI,Hridaya Handloom,18.4412092,73.7878301,4.9,10,98.0,1,10,Low,105840,Low,1130,cell_1130,0.0007654949530703,18.44048375474904,73.78758574020166,7,0.0,21158.0035133983,247.87203798796097,15.79,South Pune,Grade C,High,Narhe,2194.97056165158,82537,PMC_32,Narhe,PMC,3726.231460834621,1,508.688531770736,1,236.75010680828632,45000.0,5000.0,57.69,Unknown,11493.183145727511,0.0006303359340926,0.8085707811909768,0.6628273357565115,0.0837952045201527,0.7564541750867221,16955.26694188369,retail_fashion,2680.1667659321024,14024.103098712705,4.639791350295581,0.8085707811909768,53.22961363862289
ChIJOco7VfCVwjsRNwW6dqz2_14,Durva Creation,18.4444461,73.7853931,5.0,19,100.0,1,10,Low,108000,Low,1131,cell_1131,0.0022128719104407,18.444744648217277,73.78758574020166,14,0.0,22531.37283699253,0.0,15.79,South Pune,Grade C,High,Narhe,1723.0659012609517,82537,PMC_32,Narhe,PMC,3595.5202842824524,1,506.932484826073,1,0.0,45000.0,5000.0,57.69,Unknown,11130.856153743089,0.0006303359340926,1.0,0.6635997365969704,0.1675904090403054,1.5129083501734442,22531.37283699253,retail_fashion,2680.1667659321024,14951.813079796375,9.290396312357585,1.0,49.409450054850986
ChIJO5Z3HHCVwjsRauabu-VtGHs,Radhakrishna sarees,18.4431525,73.78997369999999,5.0,1,100.0,1,10,Low,108000,Low,1190,cell_1190,0.0026382075049726,18.444744648217277,73.79207731662227,2,0.0,6053.196378088439,72.95042685762098,15.79,South Pune,Grade C,High,Narhe,1605.2453956492946,82537,PMC_32,Narhe,PMC,3106.838905270906,1,621.9644374454222,1,90.2211434799724,45000.0,5000.0,57.69,Unknown,10826.599883162422,0.0006303359340926,0.917245098373356,0.6165363289807944,0.0239414870057579,0.216129764310492,5641.636581306557,retail_fashion,2680.1667659321024,3732.0154735464866,1.2330726579615887,0.917245098373356,56.34111004594503
ChIJVVuGBd2VwjsRWcmSwTvnmB8,VIBHA,18.4424465,73.79151949999999,4.8,6,96.0,1,10,Low,103680,Low,1189,cell_1189,0.0020404725688528,18.44048375474904,73.79207731662227,6,0.0,29113.113575174128,362.80148439427006,15.79,South Pune,Grade C,High,Narhe,2103.747239257154,82537,PMC_32,Narhe,PMC,3257.220098232858,1,798.6136724703158,1,445.1052057235215,45000.0,5000.0,57.69,Unknown,11198.767754907503,0.0006303359340926,0.6919911408798293,0.5559837642213319,0.0718244610172737,0.6483892929314761,21362.695820744684,retail_fashion,2680.1667659321024,16186.418473728469,3.3359025853279913,0.6919911408798293,53.82411215475167
ChIJq4ftb3mVwjsRB2Z_kV45P0g,Shree Jewellers,18.433144,73.80958,5.0,8,100.0,1,10,Low,720000,High,1423,cell_1423,0.0012699980870607,18.431961650855385,73.81004362230465,17,0.0,17801.281979600557,2541.630868506309,15.79,South Pune,Grade C,High,Narhe,3383.37136892108,82537,PMC_32,Narhe,PMC,2433.573465679593,1,1731.0306805766488,1,1455.2545217158847,45000.0,5000.0,57.69,Unknown,10996.237198019624,0.0006303359340926,0.4072897498631375,0.366162125937323,0.2035026395489423,1.837102996639182,5026.295128014933,retail_fashion,2680.1667659321024,6518.155254060298,6.224756140934491,0.4072897498631375,47.935083899459904
ChIJNS7UgeKUwjsRhTAZ2ik8BPw,Ashwini Ladies Tailors,18.4341519,73.8094241,3.0,1,60.0,0,10,Low,64800,Low,1424,cell_1424,0.0021615390097706,18.43622275562143,73.81004362230465,33,0.0,33035.58162520089,2257.5532172686785,15.79,South Pune,Grade C,High,Narhe,2932.2793444019053,82537,PMC_32,Narhe,PMC,1991.292300952484,1,1323.9093064233311,1,1070.262325966498,45000.0,5000.0,57.69,Unknown,10574.604983887217,0.0006303359340926,0.4830305741728416,0.4303093916944092,0.3950345355950058,3.5661411111231183,10141.225460285754,retail_fashion,2680.1667659321024,14215.521033411196,14.200209925915503,0.4830305741728416,41.35381492573174
ChIJgVPGWH6DxTsRJikz5hBMLxg,Harsh Collection,18.4357895,73.8065885,5.0,3,100.0,1,10,Low,108000,Low,1365,cell_1365,0.0011233643967858,18.43622275562143,73.80555204588406,1,0.0,10872.42272041041,1859.8627320725443,15.79,South Pune,Grade C,High,Narhe,2736.8605140637005,82537,PMC_32,Narhe,PMC,2289.227633769583,1,1069.9534533161748,1,749.6912268236372,45000.0,5000.0,57.69,Unknown,10803.15832082909,0.0006303359340926,0.5715294131155843,0.4831026506407413,0.0119707435028789,0.108064882155246,3801.728872676053,retail_fashion,2680.1667659321024,5252.496235116889,0.4831026506407413,0.5715294131155843,57.007576918982224
ChIJr8fA_xyVwjsRRY2NnOvF8ts,DARSHAN SPORTS WEAR,18.4365556,73.8095888,4.7,6,94.0,1,10,Low,101520,Low,1424,cell_1424,0.0005636033260631,18.43622275562143,73.81004362230465,33,0.0,33035.58162520089,2257.5532172686785,15.79,South Pune,Grade C,High,Narhe,2932.2793444019053,82537,PMC_32,Narhe,PMC,1991.292300952484,1,1323.9093064233311,1,1070.262325966498,45000.0,5000.0,57.69,Unknown,10574.604983887217,0.0006303359340926,0.4830305741728416,0.4303093916944092,0.3950345355950058,3.5661411111231183,10141.225460285754,retail_fashion,2680.1667659321024,14215.521033411196,14.200209925915503,0.4830305741728416,41.35381492573174
ChIJfyxX_hyVwjsR5sab4mSPsC0,विशाल कलेक्शन,18.4366017,73.8093377,5.0,1,100.0,1,10,Low,108000,Low,1424,cell_1424,0.0008012023104364,18.43622275562143,73.81004362230465,33,0.0,33035.58162520089,2257.5532172686785,15.79,South Pune,Grade C,High,Narhe,2932.2793444019053,82537,PMC_32,Narhe,PMC,1991.292300952484,1,1323.9093064233311,1,1070.262325966498,45000.0,5000.0,57.69,Unknown,10574.604983887217,0.0006303359340926,0.4830305741728416,0.4303093916944092,0.3950345355950058,3.5661411111231183,10141.225460285754,retail_fashion,2680.1667659321024,14215.521033411196,14.200209925915503,0.4830305741728416,41.35381492573174
ChIJSat1ixyVwjsRQfykQeOxTPk,SHREE MAHALAXMI COLLECTION,18.437911,73.80922819999999,5.0,5,100.0,1,10,Low,108000,Low,1424,cell_1424,0.0018748553588751,18.43622275562143,73.81004362230465,33,0.0,33035.58162520089,2257.5532172686785,15.79,South Pune,Grade C,High,Narhe,2932.2793444019053,82537,PMC_32,Narhe,PMC,1991.292300952484,1,1323.9093064233311,1,1070.262325966498,45000.0,5000.0,57.69,Unknown,10574.604983887217,0.0006303359340926,0.4830305741728416,0.4303093916944092,0.3950345355950058,3.5661411111231183,10141.225460285754,retail_fashion,2680.1667659321024,14215.521033411196,14.200209925915503,0.4830305741728416,41.35381492573174
ChIJvbb8kGCVwjsRsU8R7DTWgSg,Raosaheb Kid's Wear,18.438394,73.8091307,5.0,7,100.0,1,10,Low,108000,Low,1425,cell_1425,0.0022804609282943,18.44048375474904,73.81004362230465,12,0.0,18698.069363788854,1767.3705391244646,15.79,South Pune,Grade C,High,Narhe,2499.864493763058,82537,PMC_32,Narhe,PMC,1583.7330086872246,1,994.8450026457324,1,570.2623259664979,45000.0,5000.0,57.69,Unknown,10157.584125322152,0.0006303359340926,0.6368362683505758,0.5012920796722128,0.1436489220345475,1.296778585862952,6756.619361028725,retail_fashion,2680.1667659321024,9373.194077229004,6.015504956066554,0.6368362683505758,50.443802191820964
ChIJqZpORO6VwjsRPhCbDTNDymc,Vastrakriti By Swati (VKbySwati) – Designer Women’s & Kids’ Wear | Custom Tailoring & Designer Outfits,18.43643299999999,73.7998645,4.9,19,98.0,1,10,Low,105840,Low,1306,cell_1306,0.0012143087153857,18.43622275562143,73.80106046946347,3,0.0,319.83478663279743,1432.2017265575596,15.79,South Pune,Grade C,High,Narhe,2623.461223894109,82537,PMC_32,Narhe,PMC,2648.750892514419,1,1000.9440364097244,1,576.6255427098367,45000.0,5000.0,57.69,Unknown,11047.30534722567,0.0006303359340926,0.6342660149227588,0.4997641022456034,0.0359122305086368,0.324194646465738,131.50010673065293,retail_fashion,2680.1667659321024,159.84194500845413,1.4992923067368102,0.6342660149227588,55.69004622300288
ChIJM8odfhuVwjsRydIQ14Mxhr8,Sree Swamy Collection,18.4393251,73.80925359999999,5.0,1,100.0,1,10,Low,108000,Low,1425,cell_1425,0.0014023608912578,18.44048375474904,73.81004362230465,12,0.0,18698.069363788854,1767.3705391244646,15.79,South Pune,Grade C,High,Narhe,2499.864493763058,82537,PMC_32,Narhe,PMC,1583.7330086872246,1,994.8450026457324,1,570.2623259664979,45000.0,5000.0,57.69,Unknown,10157.584125322152,0.0006303359340926,0.6368362683505758,0.5012920796722128,0.1436489220345475,1.296778585862952,6756.619361028725,retail_fashion,2680.1667659321024,9373.194077229004,6.015504956066554,0.6368362683505758,50.443802191820964
ChIJhQZ8CdaVwjsRLAL8F3eGJu8,"pradha collection | women's clothing | ladies garment | best ladies wear in dhayari, pune",18.4395865,73.8091932,5.0,7,100.0,1,10,Low,108000,Low,1425,cell_1425,0.0012362379143702,18.44048375474904,73.81004362230465,12,0.0,18698.069363788854,1767.3705391244646,15.79,South Pune,Grade C,High,Narhe,2499.864493763058,82537,PMC_32,Narhe,PMC,1583.7330086872246,1,994.8450026457324,1,570.2623259664979,45000.0,5000.0,57.69,Unknown,10157.584125322152,0.0006303359340926,0.6368362683505758,0.5012920796722128,0.1436489220345475,1.296778585862952,6756.619361028725,retail_fashion,2680.1667659321024,9373.194077229004,6.015504956066554,0.6368362683505758,50.443802191820964
ChIJ0csbLEqVwjsR45-2Ul7lbw4,Mavala men's wear,18.4387622,73.8159198,5.0,3,100.0,1,10,Low,108000,Low,1484,cell_1484,0.0022092694367129,18.44048375474904,73.81453519872525,25,0.0,35544.76437790613,1799.186360611862,15.79,South Pune,Grade C,High,Narhe,2803.066029786361,82537,PMC_32,Narhe,PMC,1316.393600494868,1,631.897461089222,1,590.6420908060176,45000.0,5000.0,57.69,Unknown,9936.771753962674,0.0006303359340926,0.6286769385646492,0.6127835993644739,0.299268587571974,2.70162205388115,12698.248633269475,retail_fashion,2680.1667659321024,21781.248654055456,15.319589984111847,0.6286769385646492,44.40190469609442
ChIJ6W2pJx-VwjsRTG4xUX9PVLM,R C DESIGNER BOUTIQUE,18.4390337,73.8155414,5.0,1,100.0,1,10,Low,108000,Low,1484,cell_1484,0.0017649645267048,18.44048375474904,73.81453519872525,25,0.0,35544.76437790613,1799.186360611862,15.79,South Pune,Grade C,High,Narhe,2803.066029786361,82537,PMC_32,Narhe,PMC,1316.393600494868,1,631.897461089222,1,590.6420908060176,45000.0,5000.0,57.69,Unknown,9936.771753962674,0.0006303359340926,0.6286769385646492,0.6127835993644739,0.299268587571974,2.70162205388115,12698.248633269475,retail_fashion,2680.1667659321024,21781.248654055456,15.319589984111847,0.6286769385646492,44.40190469609442
ChIJY4BQOQCVwjsRkY5SpXEbQog,Jai Shankar pooja bhandar & Bangel store,18.4399504,73.80917889999999,5.0,1,100.0,1,10,Low,108000,Low,1425,cell_1425,0.0010159783228461,18.44048375474904,73.81004362230465,12,0.0,18698.069363788854,1767.3705391244646,15.79,South Pune,Grade C,High,Narhe,2499.864493763058,82537,PMC_32,Narhe,PMC,1583.7330086872246,1,994.8450026457324,1,570.2623259664979,45000.0,5000.0,57.69,Unknown,10157.584125322152,0.0006303359340926,0.6368362683505758,0.5012920796722128,0.1436489220345475,1.296778585862952,6756.619361028725,retail_fashion,2680.1667659321024,9373.194077229004,6.015504956066554,0.6368362683505758,50.443802191820964
ChIJ-yzbEDSVwjsRwsgAo9rxaH8,Get Trendy,18.440059,73.808668,5.0,6,100.0,1,10,Low,108000,Low,1425,cell_1425,0.001439705984527,18.44048375474904,73.81004362230465,12,0.0,18698.069363788854,1767.3705391244646,15.79,South Pune,Grade C,High,Narhe,2499.864493763058,82537,PMC_32,Narhe,PMC,1583.7330086872246,1,994.8450026457324,1,570.2623259664979,45000.0,5000.0,57.69,Unknown,10157.584125322152,0.0006303359340926,0.6368362683505758,0.5012920796722128,0.1436489220345475,1.296778585862952,6756.619361028725,retail_fashion,2680.1667659321024,9373.194077229004,6.015504956066554,0.6368362683505758,50.443802191820964
ChIJEaoE5tSVwjsRwd3c4C5UCqE,Shri Mahalaxxmi silk and saree's,18.4395301,73.8147852,4.9,9,98.0,1,10,Low,105840,Low,1484,cell_1484,0.0009858793119595,18.44048375474904,73.81453519872525,25,0.0,35544.76437790613,1799.186360611862,15.79,South Pune,Grade C,High,Narhe,2803.066029786361,82537,PMC_32,Narhe,PMC,1316.393600494868,1,631.897461089222,1,590.6420908060176,45000.0,5000.0,57.69,Unknown,9936.771753962674,0.0006303359340926,0.6286769385646492,0.6127835993644739,0.299268587571974,2.70162205388115,12698.248633269475,retail_fashion,2680.1667659321024,21781.248654055456,15.319589984111847,0.6286769385646492,44.40190469609442
ChIJC18-bcaVwjsRE1oBcmfbnZ0,Osiya Pooja Bhandar,18.4408505,73.80940149999999,5.0,1,100.0,1,10,Low,108000,Low,1425,cell_1425,0.0007394749037219,18.44048375474904,73.81004362230465,12,0.0,18698.069363788854,1767.3705391244646,15.79,South Pune,Grade C,High,Narhe,2499.864493763058,82537,PMC_32,Narhe,PMC,1583.7330086872246,1,994.8450026457324,1,570.2623259664979,45000.0,5000.0,57.69,Unknown,10157.584125322152,0.0006303359340926,0.6368362683505758,0.5012920796722128,0.1436489220345475,1.296778585862952,6756.619361028725,retail_fashion,2680.1667659321024,9373.194077229004,6.015504956066554,0.6368362683505758,50.443802191820964
ChIJw6JtGHeVwjsRxyLGJHP5pqo,Jyoti Collection,18.4407386,73.8134686,5.0,4,100.0,1,10,Low,108000,Low,1484,cell_1484,0.0010966216041371,18.44048375474904,73.81453519872525,25,0.0,35544.76437790613,1799.186360611862,15.79,South Pune,Grade C,High,Narhe,2803.066029786361,82537,PMC_32,Narhe,PMC,1316.393600494868,1,631.897461089222,1,590.6420908060176,45000.0,5000.0,57.69,Unknown,9936.771753962674,0.0006303359340926,0.6286769385646492,0.6127835993644739,0.299268587571974,2.70162205388115,12698.248633269475,retail_fashion,2680.1667659321024,21781.248654055456,15.319589984111847,0.6286769385646492,44.40190469609442
ChIJwRsURB-VwjsR4MpICffVa4s,Nandini creation,18.4420532,73.809017,5.0,2,100.0,1,10,Low,108000,Low,1425,cell_1425,0.0018753964253348,18.44048375474904,73.81004362230465,12,0.0,18698.069363788854,1767.3705391244646,15.79,South Pune,Grade C,High,Narhe,2499.864493763058,82537,PMC_32,Narhe,PMC,1583.7330086872246,1,994.8450026457324,1,570.2623259664979,45000.0,5000.0,57.69,Unknown,10157.584125322152,0.0006303359340926,0.6368362683505758,0.5012920796722128,0.1436489220345475,1.296778585862952,6756.619361028725,retail_fashion,2680.1667659321024,9373.194077229004,6.015504956066554,0.6368362683505758,50.443802191820964
ChIJV5kf7ReVwjsRsjG2Sjq4I7E,Snehal Vikky Thakur Snehal Collection,18.4419977,73.8129732,5.0,1,100.0,1,10,Low,108000,Low,1484,cell_1484,0.0021752862433682,18.44048375474904,73.81453519872525,25,0.0,35544.76437790613,1799.186360611862,15.79,South Pune,Grade C,High,Narhe,2803.066029786361,82537,PMC_32,Narhe,PMC,1316.393600494868,1,631.897461089222,1,590.6420908060176,45000.0,5000.0,57.69,Unknown,9936.771753962674,0.0006303359340926,0.6286769385646492,0.6127835993644739,0.299268587571974,2.70162205388115,12698.248633269475,retail_fashion,2680.1667659321024,21781.248654055456,15.319589984111847,0.6286769385646492,44.40190469609442
ChIJr6lPciGVwjsR2XB6tZ_nvRo,Shreeja Ladies Corner,18.4392133,73.82190920000001,5.0,21,100.0,1,10,Medium,108000,Low,1602,cell_1602,0.0020502253615513,18.44048375474904,73.82351835156645,10,0.0,32061.00358174587,1074.0836787544545,15.79,South Pune,Grade C,High,Narhe,3545.827481374745,82537,PMC_32,Narhe,PMC,1207.03478502715,1,457.6055585162084,1,270.3659190053586,45000.0,5000.0,57.69,Unknown,9550.472999157915,0.0006303359340926,0.7871747699142909,0.686056659263817,0.1197074350287896,1.08064882155246,15457.912286836665,retail_fashion,2680.1667659321024,21995.665009937842,6.86056659263817,0.7871747699142909,51.52238718368132
ChIJJ0uINUuVwjsRe32Zmig2yDg,BLUE LAKE SWIMMING POOL,18.4283583,73.8344104,5.0,1,100.0,1,10,Low,108000,Low,1717,cell_1717,0.0020190744268772,18.427700440471853,73.83250150440765,1,0.0,8456.565283895961,469.54713928491054,20.02,South Pune,Grade B,Medium,Dhankawadi,4245.027562047227,87814,PMC_33,Ambegaon,PMC,2864.813707960785,1,1637.8454228488265,1,2021.031709722828,45000.0,5000.0,57.69,Unknown,10618.95752843654,0.0006303359340926,0.3310127453418049,0.3790972705747169,0.0112594861170536,0.1022348539063937,5754.538291307192,retail_fashion,2140.81826831589,3205.860817561865,0.3790972705747169,0.3310127453418049,57.04767252321464
ChIJFTdW_HvrwjsRrCqABoqyS3E,Sai Brand Store,18.4317989,73.8430025,5.0,6,100.0,1,10,Low,108000,Low,1836,cell_1836,0.0015265433037304,18.431961650855385,73.84148465724884,4,0.0,25345.46720155649,0.0,20.28,South Pune,Grade B,High,Katraj,3229.252089091788,88253,PMC_37,Katraj,PMC,2090.64488966797,1,1191.127070055373,1,2006.6852845614997,45000.0,5000.0,57.69,Unknown,9963.95735297991,0.0006303359340926,0.3325921755544966,0.4563861282471073,0.0448164207365578,0.407112251025414,25345.46720155649,retail_fashion,2114.6616541353383,11567.319644732412,1.8255445129884291,0.3325921755544966,55.215441540754725
ChIJ2QRuDivrwjsRL09UfO0zfBM,Ellora Loundry And Altor Tailors,18.4330142,73.844309,5.0,4,100.0,1,10,Low,108000,Low,1895,cell_1895,0.0019716814677779,18.431961650855385,73.84597623366945,5,0.0,36936.14205389724,234.26516445286256,20.28,South Pune,Grade B,High,Katraj,2810.4218469970824,88253,PMC_37,Katraj,PMC,1773.0301746309176,1,1088.325014731614,1,1896.570502683919,45000.0,5000.0,57.69,Unknown,9898.716463729166,0.0006303359340926,0.3452358570500579,0.4788526656271066,0.0560205259206973,0.5088903137817674,29925.613326590694,retail_fashion,2114.6616541353383,17686.970080490166,2.394263328135533,0.3452358570500579,54.629619959046394
